,day,t,rh,ws,wd,r,h,l1,l2,l3,l4,l5,l6,l7,lp,t2,tmv,tm,tm2,tmy,tmy2
826,2016-02-11 10:00:00,7.0725,57.0,2.0,1.0,0.0,0.0,19.743499948671307,17.96742794518466,18.744500886014126,14.288808808584676,19.697811575460783,20.54315805357653,20.45175765896725,35.4732186484748,50.02025625,8.096869585798805,13.19,173.97609999999997,13.70536,187.83689272959998
827,2016-02-11 11:00:00,8.93,43.0,1.5,5.0,0.0,0.0,24.098846943039288,23.877453131532693,27.100055935917087,18.32034712991782,22.20780468152361,24.318693697743587,27.003064286780173,35.4732186484748,79.7449,8.101775893491112,13.19,173.97609999999997,13.70536,187.83689272959998
828,2016-02-11 12:00:00,10.25667,35.0,2.0,1.0,0.0,0.0,18.102651108690523,21.34469543317033,20.69924339746773,15.238590886037096,17.41139059103253,19.40890475710961,25.03206188918444,35.4732186484748,105.19927948889999,8.114793662721883,13.19,173.97609999999997,13.70536,187.83689272959998
829,2016-02-11 13:00:00,11.34083,42.5,2.5,1.0,0.0,0.0,16.416720134147383,18.985697900053786,18.27707258241612,14.465481397969079,15.88810401517992,17.308827253489994,22.76636722644967,35.4732186484748,128.61442508890002,8.135745319526615,13.19,173.97609999999997,13.70536,187.83689272959998
830,2016-02-11 14:00:00,12.63333,38.0,2.0,1.0,0.0,0.0,16.07371041418733,20.436067774234818,20.026708834741626,15.16150162898236,17.1920748156795,17.722590103812422,21.210002627627482,35.4732186484748,159.60102688889998,8.158479650887559,13.19,173.97609999999997,13.70536,187.83689272959998
831,2016-02-11 15:00:00,13.19,29.0,2.5,1.0,0.0,0.0,14.834633630433581,20.275934637557878,17.761739930032135,18.48102191679348,17.749990878533787,17.28164650222783,19.892543210212605,35.4732186484748,173.97609999999997,8.168445153846141,13.19,173.97609999999997,13.70536,187.83689272959998
832,2016-02-11 16:00:00,13.184170000000002,40.5,3.5,1.0,0.0,0.0,15.139266312024754,18.25711165980844,18.60659871139955,14.469884709161208,18.677116873730782,17.690705728135843,18.913590596434116,35.4732186484748,173.82233858889995,8.173948112426022,13.19,173.97609999999997,13.70536,187.83689272959998
833,2016-02-11 17:00:00,11.48917,50.0,2.0,1.0,0.0,0.0,15.959398703214864,20.73296133341645,19.52606830170821,15.50821051511025,18.357929401712664,17.794148859691624,20.680847170730953,35.4732186484748,132.0010272889,8.174027047337265,13.19,173.97609999999997,13.70536,187.83689272959998
834,2016-02-11 18:00:00,8.813334,55.0,1.0,9.0,0.0,0.0,16.39638338406335,18.729922646484443,18.8434720392822,11.128330343447807,20.088682831065775,18.375819087044125,21.30327747158341,35.4732186484748,77.67485619555599,8.168198644970401,13.19,173.97609999999997,13.70536,187.83689272959998
835,2016-02-11 19:00:00,6.951667,67.5,1.5,4.0,0.0,0.0,15.90249941291346,17.537463704852733,19.864275294315398,17.098964093023042,17.785334251706733,18.66947513221532,20.486043439919765,35.4732186484748,48.32567407888899,8.160886023668626,13.19,173.97609999999997,13.70536,187.83689272959998
836,2016-02-11 20:00:00,6.184166,70.0,2.0,5.0,0.0,0.0,18.600885685770386,16.9458770886231,17.07124335840402,17.293097185848687,18.73667726072101,19.02701783820457,21.164954010880944,35.4732186484748,38.243909115556,8.156541834319514,13.19,173.97609999999997,13.70536,187.83689272959998
837,2016-02-11 21:00:00,5.929167,75.0,3.0,5.0,0.0,0.0,18.250992808363193,16.426990998535175,15.908876154743151,16.909382343707126,16.41680471189139,17.430399387454994,19.75252587276968,35.4732186484748,35.155021313889,8.157799230769218,13.19,173.97609999999997,13.70536,187.83689272959998
838,2016-02-11 22:00:00,6.041667,78.0,2.5,5.0,0.0,0.0,12.20426278255384,9.957420432716358,10.458246510713874,8.857618879512778,11.309108077880481,12.548721647579848,13.703959431310432,35.4732186484748,36.501740138889005,8.1634451893491,13.19,173.97609999999997,13.70536,187.83689272959998
839,2016-02-11 23:00:00,6.24661,72.5,2.0,5.0,0.0,0.0,10.86422998809037,7.281511975434114,8.240797710173572,8.106674066068901,8.571861352694503,8.673990117418859,11.5246809411046,35.4732186484748,39.02013649210001,8.17367168047336,13.19,173.97609999999997,13.70536,187.83689272959998
840,2016-02-12 00:00:00,5.625,78.0,2.0,5.0,0.0,0.0,10.909926323641944,7.780576650991392,7.180896575978173,8.031057683269925,7.729133486918746,8.076412857340037,11.133656513032422,36.22685929406693,31.640625,8.184034230769218,10.71833,114.88259798889999,13.19,173.97609999999997
841,2016-02-12 01:00:00,6.095833,81.0,3.0,5.0,0.0,0.0,11.852530338287256,6.670291934583156,8.197119431806438,9.346016081016561,8.363084368814247,8.034601490494474,12.24094521461959,36.22685929406693,37.159179963888995,8.199907011834307,10.71833,114.88259798889999,13.19,173.97609999999997
842,2016-02-12 02:00:00,5.745833,75.0,1.0,8.0,0.0,0.0,13.818079274761471,7.259735897924285,10.13460467950283,9.150002322248566,8.426815364452063,8.47331532238159,12.967349043294881,36.22685929406693,33.014596863889004,8.215848822485192,10.71833,114.88259798889999,13.19,173.97609999999997
843,2016-02-12 03:00:00,5.4366660000000016,81.0,1.5,7.0,0.0,0.0,14.535243523110251,10.165836456030402,8.586633734217358,9.503578189360693,9.17770144225846,11.008385860150835,13.428137783117958,36.22685929406693,29.557337195556002,8.230986887573952,10.71833,114.88259798889999,13.19,173.97609999999997
844,2016-02-12 04:00:00,6.718333,78.0,1.5,8.0,0.0,0.0,18.703343165086487,11.656911603648933,11.122750599239783,11.83668604932268,9.822823607759416,13.510557345371664,19.32967387832469,36.22685929406693,45.13599829888901,8.257116076923065,10.71833,114.88259798889999,13.19,173.97609999999997
845,2016-02-12 05:00:00,6.766667,81.0,3.0,8.0,0.0,0.0,32.61678067393352,25.469666041272546,25.035878698178635,23.6106857256409,13.627791379394564,28.252052535549,30.39778744748734,36.22685929406693,45.787782288889,8.284265982248508,10.71833,114.88259798889999,13.19,173.97609999999997
846,2016-02-12 06:00:00,6.265,84.0,3.5,6.0,0.0,0.0,36.22685929406693,35.4732186484748,27.3101080362957,29.89206935884389,25.474356472168,30.60362626644111,37.0389418696036,36.22685929406693,39.25022499999999,8.309621011834308,10.71833,114.88259798889999,13.19,173.97609999999997
847,2016-02-12 07:00:00,6.4475,84.0,3.5,6.0,0.0,0.0,31.864255180171032,26.630033294362512,23.969355891883396,26.638612022353268,19.52504245600148,28.915792056670217,34.55144362974501,36.22685929406693,41.57025625,8.334478011834308,10.71833,114.88259798889999,13.19,173.97609999999997
848,2016-02-12 08:00:00,7.005833,81.5,1.5,7.0,0.0,0.0,31.54557488501131,23.299172856436353,23.43778125680423,24.29662277980001,17.573197214075684,28.335443684776845,30.651035658381762,36.22685929406693,49.081696023888995,8.363624952662711,10.71833,114.88259798889999,13.19,173.97609999999997
